timestamp
2017-01-01 11:11:39
2017-01-01 13:18:26
2017-01-01 16:01:37
2017-01-01 19:02:45
2017-01-01 20:47:01
2017-01-02 04:53:54
2017-01-02 08:51:02
2017-01-02 09:08:45
2017-01-02 09:38:05
2017-01-02 09:54:24
2017-01-02 10:02:29
2017-01-02 11:37:04
2017-01-02 11:37:40
2017-01-02 12:07:37
2017-01-02 12:20:55
2017-01-02 12:42:50
2017-01-02 13:29:41
2017-01-02 13:47:31
2017-01-02 14:29:00
2017-01-02 14:38:03
2017-01-02 14:58:46
2017-01-02 14:58:57
2017-01-02 14:59:02
2017-01-02 15:27:26
2017-01-02 16:22:24
2017-01-02 18:04:05
2017-01-02 18:04:06
2017-01-02 19:28:24
2017-01-02 19:28:26
2017-01-02 19:28:30
2017-01-02 19:28:31
2017-01-02 19:28:34
2017-01-02 21:52:10
2017-01-02 22:34:13
2017-01-02 22:34:14
2017-01-02 22:34:30
2017-01-03 01:39:10
2017-01-03 07:28:11
2017-01-03 09:19:54
2017-01-03 10:55:10
2017-01-03 11:01:14
2017-01-03 11:46:20
2017-01-03 12:00:19
2017-01-03 12:54:56
2017-01-03 12:54:57
2017-01-03 13:43:11
2017-01-03 13:43:14
2017-01-03 13:46:45
2017-01-03 14:31:49
2017-01-03 14:39:51
2017-01-03 14:55:24
2017-01-03 15:15:31
2017-01-03 15:46:15
2017-01-03 16:26:04
2017-01-03 16:39:40
2017-01-03 16:39:41
2017-01-03 16:39:52
2017-01-03 16:39:56
2017-01-03 16:49:57
2017-01-03 17:34:56
2017-01-03 18:04:18
2017-01-03 18:13:49
2017-01-03 18:28:53
2017-01-03 18:39:32
2017-01-03 19:00:20
2017-01-03 19:01:18
2017-01-03 19:09:44
2017-01-03 19:19:16
2017-01-03 20:24:48
2017-01-03 20:35:01
2017-01-03 23:12:09
2017-01-03 23:16:27
2017-01-03 23:55:21
2017-01-04 08:13:34
2017-01-04 08:24:49
2017-01-04 09:00:57
2017-01-04 09:30:24
2017-01-04 09:37:56
2017-01-04 09:38:29
2017-01-04 10:51:02
2017-01-04 10:55:44
2017-01-04 10:55:47
2017-01-04 11:12:33
2017-01-04 11:19:31
2017-01-04 12:19:15
2017-01-04 13:21:30
2017-01-04 13:34:12
2017-01-04 13:35:32
2017-01-04 13:44:28
2017-01-04 13:55:53
2017-01-04 14:53:58
2017-01-04 15:00:06
2017-01-04 15:11:21
2017-01-04 16:18:09
2017-01-04 16:18:10
2017-01-04 17:08:18
2017-01-04 17:22:14
2017-01-04 17:22:16
2017-01-04 18:39:54
2017-01-04 18:41:25
2017-01-04 18:43:04
2017-01-04 20:23:51
2017-01-04 22:17:14
2017-01-04 22:32:23
2017-01-05 02:53:12
2017-01-05 09:48:59
2017-01-05 09:49:00
2017-01-05 10:05:27
2017-01-05 10:26:24
2017-01-05 10:34:07
2017-01-05 10:38:35
2017-01-05 10:38:36
2017-01-05 10:44:18
2017-01-05 11:07:04
2017-01-05 11:07:18
2017-01-05 11:29:27
2017-01-05 11:34:12
2017-01-05 12:15:52
2017-01-05 13:37:28
2017-01-05 14:03:39
2017-01-05 14:32:02
2017-01-05 14:32:33
2017-01-05 14:37:46
2017-01-05 15:02:34
2017-01-05 15:17:04
2017-01-05 15:30:23
2017-01-05 15:50:51
2017-01-05 15:59:40
2017-01-05 16:41:48
2017-01-05 16:49:03
2017-01-05 17:12:20
2017-01-05 17:29:07
2017-01-05 18:11:46
2017-01-05 18:11:49
2017-01-05 18:25:19
2017-01-05 18:51:36
2017-01-05 19:33:59
2017-01-05 20:48:06
2017-01-05 21:07:02
2017-01-05 21:48:09
2017-01-05 22:13:05
2017-01-05 22:23:31
2017-01-05 22:23:31
2017-01-06 08:35:20
2017-01-06 09:04:32
2017-01-06 09:38:33
2017-01-06 10:15:03
2017-01-06 11:05:45
2017-01-06 11:19:43
2017-01-06 11:21:47
2017-01-06 13:32:49
2017-01-06 14:03:45
2017-01-06 14:05:17
2017-01-06 14:07:31
2017-01-06 14:24:41
2017-01-06 14:30:21
2017-01-06 14:35:32
2017-01-06 15:00:45
2017-01-06 15:14:11
2017-01-06 15:20:10
2017-01-06 15:20:13
2017-01-06 15:35:27
2017-01-06 15:38:39
2017-01-06 15:39:40
2017-01-06 15:51:36
2017-01-06 16:07:48
2017-01-06 16:26:19
2017-01-06 16:33:43
2017-01-06 16:56:03
2017-01-06 17:16:04
2017-01-06 17:54:51
2017-01-06 18:46:09
2017-01-06 18:46:16
2017-01-06 19:15:15
2017-01-06 19:15:19
2017-01-06 19:31:35
2017-01-06 20:14:31
2017-01-06 21:53:51
2017-01-06 23:50:43
2017-01-07 00:02:52
2017-01-07 10:52:00
2017-01-07 12:11:07
2017-01-07 12:33:07
2017-01-07 16:09:36
2017-01-07 16:52:11
2017-01-07 19:13:11
2017-01-07 19:57:46
2017-01-07 20:11:47
2017-01-07 22:40:23
2017-01-07 23:26:22
2017-01-08 02:45:22
2017-01-08 11:01:11
2017-01-08 11:08:01
2017-01-08 11:08:22
2017-01-08 16:46:14
2017-01-08 17:31:48
2017-01-08 19:05:37
2017-01-09 07:38:25
2017-01-09 08:56:23
2017-01-09 09:13:06
2017-01-09 10:07:31
2017-01-09 10:07:31
2017-01-09 10:11:39
2017-01-09 11:19:32
2017-01-09 11:20:16
2017-01-09 11:24:20
2017-01-09 11:47:35
2017-01-09 12:20:41
2017-01-09 12:41:45
2017-01-09 12:55:27
2017-01-09 13:02:26
2017-01-09 13:02:27
2017-01-09 13:03:55
2017-01-09 14:13:03
2017-01-09 14:36:58
2017-01-09 15:14:33
2017-01-09 15:18:01
2017-01-09 15:20:31
2017-01-09 15:21:13
